# simulated random data file for batch processing
# timestamp: 2018-03-27 19:50:08
# KER
# _____________________________________________

"varX","varY"
0.507964920252562,0.048897315049544
NA,0.960824424633756
0.638854203047231,NA
NA,NA
0.576368825742975,0.981108976528049
0.375577225815505,0.0579452791716903
0.259568550623953,0.707591281272471
0.582550201797858,NA
0.2292863833718,0.266714682104066
0.745209443382919,0.92241377918981
0.595200017094612,0.242713994113728
0.135913385078311,NA
0.877842975780368,0.16025193920359
0.64279246237129,0.191268085269257
0.287347987527028,0.675964446738362
0.633757685078308,0.057715269504115
0.809595881495625,0.416688481811434
0.725591235328466,0.992418378125876
0.450700875604525,0.88226482225582
0.610438973177224,0.969226335408166
0.540566026931629,0.77117515145801
NA,0.904494320508093
NA,0.885241850977764
0.0253849932923913,0.519245655508712
0.884523094631732,0.951386981410906
