# simulated random data file for batch processing
# timestamp: 2018-03-27 19:50:08
# KER
# _____________________________________________

"varX","varY"
0.945202482398599,0.673083813395351
NA,0.0745753566734493
0.379227753961459,0.0809919165913016
0.84664962394163,NA
0.98456934816204,NA
0.0573346423916519,0.934930955059826
NA,0.187616591108963
0.45574270025827,0.256914522964507
0.78857605997473,0.523211374180391
0.343507348792627,0.309326089685783
0.763507312629372,0.831518634455279
0.810210875235498,0.885711761191487
0.468623021617532,NA
0.218096928671002,NA
0.151976052904502,0.570218847831711
0.895881776697934,0.83327078493312
NA,0.521500531816855
0.796697529032826,0.55290595558472
NA,0.921655387617648
0.651046348270029,0.598041306249797
0.541547547094524,0.73020586092025
0.257068667560816,0.65006340155378
0.102155605331063,0.0156648503616452
