# simulated random data file for batch processing
# timestamp: 2018-03-27 19:50:08
# KER
# _____________________________________________

"varX","varY"
0.932110170833766,0.468913748860359
0.375759113347158,0.521842459682375
0.359320884337649,0.972383886808529
0.82070296886377,0.244478908833116
0.301754951942712,0.357145687798038
0.736077854176983,0.78158048610203
0.270053890999407,0.141132529824972
0.925783602055162,0.073928653029725
NA,NA
0.706029440509155,0.94307680404745
0.492037035757676,0.754678186029196
0.237847616896033,0.502982338191941
0.0243149234447628,0.744141126750037
0.632578734541312,0.0599240933079273
0.996525425929576,0.354938148753718
0.640963530633599,0.373636855045334
0.835733562009409,0.723951226333156
0.958326078718528,0.525415958138183
0.602585190441459,0.951592335710302
0.280377410119399,0.0879842827562243
0.574774873210117,0.473604537546635
0.635578427230939,0.511113109067082
0.648234727559611,0.27694965316914
0.0174916700925678,NA
0.388763545546681,0.802690022625029
0.74002006300725,0.0389869019854814
0.767676132265478,0.63627985236235
0.37172805564478,0.980652841972187
0.0588856020476669,0.534788521006703
0.563446826068684,0.111437983578071
0.420903071761131,0.587986351689324
0.941591741982847,0.420941999182105
0.906771048204973,0.331365591380745
0.987103239400312,0.175212797708809
0.146022105589509,0.968254765961319
0.8226954175625,0.561802886426449
0.553247936302796,0.685816812096164
0.870894104009494,0.580863640643656
0.0469819684512913,0.492154672509059
0.851574702886865,NA
0.91984996991232,0.0724091371521354
0.983443931676447,0.33668595040217
0.470888360869139,0.266322261886671
0.117945708101615,0.0369514122139663
0.10287325293757,0.887369728181511
0.843087075976655,0.0348978135734797
0.0266847682651132,0.812062563374639
0.105860999785364,0.976931866491213
0.850941908080131,0.203945348504931
0.546598859829828,0.68114708038047
0.874569952720776,0.623522341018543
0.171482062432915,0.123279403196648
0.551374333212152,0.381883727852255
0.977871528128162,0.961114681325853
NA,0.336766893276945
0.887444111984223,0.276493143290281
0.977489888900891,0.298059046966955
0.00437964545562863,0.0531052402220666
0.862851556390524,0.917299740482122
0.649783108150586,0.888873681658879
0.328443847363815,0.329119183123112
0.95902244374156,0.744368719868362
0.164635887136683,0.522914009168744
0.820864035515115,0.917910262709484
0.987443119287491,0.367413749918342
0.00616668327711523,0.358390646753833
0.529542397009209,0.513214259175584
0.46281019737944,0.261665849946439
0.813985605491325,0.436975943623111
0.954262476880103,0.11905420338735
0.337918866891414,0.80747903441079
0.781073614722118,0.554391117068008
0.56226984760724,0.574974230723456
0.775002569658682,0.326075720135123
0.62965823453851,0.959776936098933
NA,0.157257549464703
0.529343175468966,0.245348887052387
0.739765447797254,0.914663406321779
0.711467135231942,0.325867641251534
0.00124618294648826,0.585630861110985
0.721908466424793,0.0797249933239073
0.494694556808099,0.783290427410975
0.515709189232439,0.0419493240769953
