# simulated random data file for batch processing
# timestamp: 2018-03-27 19:50:08
# KER
# _____________________________________________

"varX","varY"
0.591299708466977,0.717378451721743
0.680924106156453,0.137717703124508
0.544449089560658,0.176959759322926
0.993140785954893,0.70788005576469
0.603922555223107,0.777495485264808
0.0816628583706915,0.913202589377761
0.0313501495402306,0.319661781191826
0.896528575569391,0.188752819783986
0.908723802538589,0.716188866412267
NA,0.444220688892528
0.440871939295903,0.498847260605544
0.0243936367332935,0.424425494158641
0.959441514452919,0.809609537012875
0.0434830330777913,0.876800215337425
0.45163340959698,NA
0.625449530081823,0.527661367552355
0.0663510642480105,0.860028498806059
0.0845856284722686,0.810349663486704
0.101975261466578,0.87914656358771
0.941529945936054,0.354020876809955
0.651281292783096,0.293623641366139
0.736016708659008,0.112754170550033
0.548583987401798,0.779295546002686
0.465687635587528,0.600142954615876
0.0506220220122486,0.994538517901674
0.92773116659373,0.72548803081736
0.795662892982364,0.00722312042489648
0.657900718739256,0.0827376481611282
0.772552821552381,0.399556417251006
0.738199491985142,0.870063767535612
0.202845499152318,0.451704567996785
0.12271307152696,0.178950887639076
0.928920603124425,0.703192964661866
0.539835238363594,0.830271333456039
0.50564927351661,0.380131443031132
0.798556069843471,0.319140121340752
0.699080095859244,0.044640943640843
0.0502723723184317,0.656282717129216
0.69080870389007,0.529461823636666
0.811140129575506,0.495859413407743
0.435564551502466,0.504379803314805
0.00109626725316048,0.783193808980286
0.442526476457715,0.957497408380732
0.272454067599028,0.582119572674856
0.0693362744059414,0.325042748590931
0.267584346001968,0.510649770963937
0.264435269171372,0.901920796371996
0.0108515105675906,0.851065623573959
0.183143624104559,0.423014767002314
0.983522122725844,0.940864552743733
0.985593764577061,0.862050252733752
0.723763066111133,0.106083191698417
0.651143082184717,0.761612158967182
0.916846753330901,0.615659615024924
0.143825241364539,0.868108686292544
0.307668467983603,0.348520871484652
0.548624884104356,0.900495698675513
0.294923354173079,0.360106400679797
0.924957928014919,0.589420638745651
0.643900000490248,0.947865436552092
0.389324047369882,0.311606088187546
0.0501749638933688,0.820882288273424
