# simulated random data file for batch processing
# timestamp: 2018-03-27 19:50:08
# KER
# _____________________________________________

"varX","varY"
0.0989979635924101,0.449403547449037
0.246692307991907,NA
NA,0.456796808168292
0.102952713146806,0.77350193192251
0.692877498688176,0.100121293682605
0.26991088851355,0.843220913084224
0.774607125204057,NA
0.930301543325186,0.946251318324357
NA,0.508602780057117
NA,0.98158175451681
0.672971002524719,0.494086456252262
0.274969567311928,0.475442558526993
NA,NA
NA,0.990953797008842
0.439917276613414,0.059848491102457
0.268527128733695,NA
0.628768835216761,0.793194638565183
0.054698069114238,0.258587503340095
0.831130251055583,0.662674793973565
0.830270987004042,0.836551178013906
0.736190990544856,NA
0.338152188574895,NA
0.152807983802631,NA
NA,0.442997633945197
NA,0.665703909471631
0.624549545580521,0.78450705180876
