# simulated random data file for batch processing
# timestamp: 2018-03-27 19:50:08
# KER
# _____________________________________________

"varX","varY"
0.104948565596715,0.43599473615177
0.666477886028588,0.302613929845393
0.256186112761497,0.741316926199943
0.845881139393896,0.256744981743395
0.59766624472104,0.13165346509777
0.957092373864725,0.476705334847793
0.46635031956248,0.559453106485307
0.845777288777754,0.454719873610884
0.416076026391238,0.604382380610332
0.912785392254591,0.736442376160994
0.517778753070161,0.361367081990466
0.76985372020863,0.348629652056843
0.0573378673288971,0.0530118360184133
0.153538075042889,0.128981073852628
0.441019617952406,0.229940510122105
0.71991039859131,0.963053459534422
0.453257013112307,0.852370409760624
0.389545434853062,0.693844197550789
0.284066543914378,0.728351492201909
0.872845531208441,0.170561032602564
0.228976285317913,0.306984515162185
0.997837872011587,0.967060267459601
0.385089624440297,0.0569106442853808
0.957247091457248,0.363179740961641
0.527938861167058,0.95202883775346
0.967540211975574,0.606149843661115
0.1182771041058,0.270204330794513
0.774921104311943,0.923303577117622
0.813299055211246,0.893863105447963
0.782402967801318,0.318875765660778
0.608271161559969,0.454879692522809
0.256154579343274,0.776510949945077
0.767853990662843,0.913634179159999
0.465946112526581,0.272104361094534
0.789674466243014,0.520100077614188
0.582683254498988,0.209766823565587
0.716362398117781,0.510858891997486
0.358086304506287,0.0783129748888314
0.904330882476643,NA
0.372429876122624,0.669240650255233
0.0145987174473703,0.449857116211206
0.119161853333935,0.183659779140726
0.311341002117842,0.312051281798631
0.943718834780157,0.6512800026685
0.835769621888176,0.330209115985781
0.221390765625983,0.194540560711175
0.542609495809302,0.605586571618915
0.0211157482117414,0.868860602146015
0.939838582184166,0.606387617764995
0.345777310431004,0.519986227853224
0.702911197673529,0.824364189524204
0.192123703891411,0.042536418652162
0.376571484142914,0.19454100029543
0.288339636521414,0.286527392454445
0.048761727521196,0.158814719179645
0.539571688277647,0.610294157639146
0.611200037412345,0.330838232766837
0.980121422326192,0.325254110386595
0.513753967126831,0.916300075128675
0.660271984757856,0.531820144271478
0.416285661747679,0.0595734352245927
NA,0.478865375043824
0.0359443959314376,0.179306979989633
0.0118642707820982,0.753787345951423
0.550659337081015,0.0290497560054064
0.118656277656555,0.245437959209085
0.814727370161563,0.988227888010442
