# simulated random data file for batch processing
# timestamp: 2018-03-28 17:50:17
# KER
# _____________________________________________

"varX","varY"
0.384750383906066,NA
NA,0.367351506603882
0.366308183176443,0.178717975039035
0.221511979587376,0.105996504193172
NA,0.859860461670905
0.63234879123047,0.103446843801066
0.43586852401495,NA
0.145776513963938,0.629182843025774
NA,0.592596270376816
0.676817021099851,0.949171618325636
0.586577941430733,0.515528399031609
0.443577198544517,0.126270049950108
NA,0.400226598605514
NA,NA
0.157190108904615,NA
0.000638929894194007,0.154984301654622
0.151352717308328,0.280913412803784
0.92052601929754,0.164001548429951
0.881811393192038,0.126432911725715
0.506974559975788,0.938924064859748
0.904771944740787,0.701243363786489
NA,NA
NA,NA
NA,0.601020129630342
NA,NA
0.674466060241684,0.157122269039974
0.985667963745072,NA
0.976200279314071,0.799557126127183
0.325705829774961,NA
0.721940796822309,0.704395384760574
0.612601903034374,0.747559649636969
