# simulated random data file for batch processing
# timestamp: 2018-03-28 17:50:17
# KER
# _____________________________________________

"varX","varY"
NA,0.526934918016195
NA,0.614715697709471
0.796055098529905,NA
0.747779712080956,0.0908243833109736
0.355004023527727,0.488281635800377
0.30227089789696,0.839372534304857
0.775813023326918,NA
0.42192320455797,0.431004681158811
0.293964069336653,0.916000833269209
0.523880308726802,0.981149453902617
0.0895383111201227,0.82697242544964
0.305322541622445,0.721541935810819
0.0967075675725937,0.906851372215897
0.610712814843282,0.256720839533955
0.468529492150992,0.265084423590451
NA,NA
0.830651368480176,0.138653406174853
0.062852525152266,NA
0.397225623484701,NA
0.376824161503464,0.416392998769879
0.57189863268286,0.990969969658181
0.856947183841839,NA
0.897237386088818,0.424172217492014
NA,0.138013759395108
0.258130107074976,0.738216143567115
0.668819952756166,0.029462622012943
NA,0.676657500676811
NA,0.976919561391696
