# simulated random data file for batch processing
# timestamp: 2018-03-28 17:50:17
# KER
# _____________________________________________

"varX","varY"
0.324259932385758,NA
0.935968409525231,NA
0.946169925155118,0.798245910089463
NA,0.459394554141909
0.255082100164145,NA
0.886479469947517,0.980824797414243
NA,NA
0.0496312789618969,0.423734408104792
0.850690183229744,0.272675312589854
0.397505035391077,0.615646494086832
NA,0.828971474897116
0.561739974655211,NA
0.348689069971442,NA
NA,0.774248856352642
0.815967107657343,0.980426039546728
0.673965194029734,NA
0.848985309479758,0.234029283979908
0.117003929102793,0.387711318209767
0.618119729217142,NA
NA,0.297827146481723
NA,NA
NA,0.0131426053121686
0.62326022493653,0.926952222594991
NA,0.367826004978269
NA,0.372226112522185
NA,NA
0.0185454492457211,NA
NA,NA
0.78648972697556,0.468072783434764
NA,0.432688617147505
0.467514611547813,0.390356248710304
0.2118271922227,NA
0.377706593368202,0.024651991436258
0.288289866643026,0.340719748055562
NA,NA
0.0819742719177157,0.636877183336765
NA,0.137413832126185
0.696025561541319,NA
NA,0.971711170161143
