# simulated random data file for batch processing
# timestamp: 2018-03-28 17:50:17
# KER
# _____________________________________________

"varX","varY"
NA,0.681305135833099
NA,0.599015683401376
0.272188869537786,0.318279038649052
0.699813334504142,0.257622390054166
0.518734120065346,0.663034208351746
0.911087588872761,0.959140313090757
NA,NA
NA,NA
0.362913444405422,0.0817271037958562
0.301732700318098,NA
0.94167795102112,NA
0.399406251730397,0.759779392275959
0.290810684673488,0.907337664626539
NA,0.0667960317805409
0.145041759125888,0.975264094071463
NA,NA
NA,0.902799361851066
0.27484918711707,0.890790856210515
0.285330506740138,NA
0.78923105658032,0.846139742759988
0.559403408318758,0.544400937389582
NA,0.979754346888512
NA,0.791008453583345
0.821762162027881,0.14988038293086
0.367028633598238,NA
0.887514056405053,0.856083752587438
0.0978149366565049,0.305144342593849
0.985618782695383,NA
0.189399311784655,0.11549131735228
0.922864322783425,0.628359246067703
0.802703423891217,0.608222428243607
NA,NA
0.554604232078418,NA
0.401360864052549,0.565937502542511
0.0925050799269229,0.384157825727016
