# simulated random data file for batch processing
# timestamp: 2018-03-28 17:50:17
# KER
# _____________________________________________

"varX","varY"
NA,0.429576178546995
0.340454215416685,0.841213140403852
0.86947018885985,0.980049114208668
0.527449949411675,NA
0.126589368795976,0.203124124323949
0.196002365555614,0.0887215856928378
0.735578811494634,0.838846798520535
0.283100266009569,0.89076862228103
0.468460759380832,NA
0.85455761058256,0.387877251720056
0.625621347455308,NA
0.235075344331563,NA
0.690056071151048,0.604531038552523
NA,0.424943675519899
0.272998087108135,NA
0.0778187594842166,0.309546194039285
NA,0.0488266618922353
NA,0.633461252553388
0.223105059703812,0.808662677183747
NA,0.094040971249342
NA,0.884372572181746
NA,NA
0.950751063879579,NA
0.723139532376081,0.325548351975158
