# simulated random data file for batch processing
# timestamp: 2018-03-28 17:50:17
# KER
# _____________________________________________

"varX","varY"
0.994500565808266,NA
NA,0.643867399776354
NA,NA
0.178937528515235,0.952255981974304
NA,0.812563300132751
NA,0.35009292466566
0.665618127211928,NA
NA,0.508929192787036
NA,0.817428172100335
NA,NA
0.933292482048273,0.100104841170833
0.000437668757513165,0.317130810115486
0.156108213122934,0.556303083663806
0.699833164457232,0.151512667769566
0.739850184181705,0.123880787286907
0.952008371707052,0.151915250811726
0.464436134789139,NA
0.0836472301743925,NA
0.00701829371973872,NA
0.903184665367007,0.652157079661265
NA,0.0190841767471284
NA,NA
0.294053241377696,NA
0.328267887467518,0.828188370913267
0.810865768929943,0.171690048882738
